strategy,model,date,position,executed_position,strategy_return,equity,drawdown
StableHGB,stable_hgb,2026/01/29,1.0,1.0,-0.004446467675405019,209663.96029941193,-0.02448975694397071
StableHGB,stable_hgb,2026/01/30,1.0,1.0,0.013576571499687384,212510.4780473245,-0.011245672380443272
StableHGB,stable_hgb,2026/02/02,1.0,1.0,-0.012951859587935544,209758.07217469052,-0.024051879598735226
StableHGB,stable_hgb,2026/02/03,1.0,1.0,0.016955762107764505,213314.68014666787,-0.0075039354396914115
StableHGB,stable_hgb,2026/02/04,1.0,1.0,0.010225665595995359,215495.9647325644,0.0
StableHGB,stable_hgb,2026/02/05,1.0,1.0,0.001466624763101887,215812.01645078973,0.0
StableHGB,stable_hgb,2026/02/06,1.0,1.0,0.008593952715599373,217666.69471562596,0.0
StableHGB,stable_hgb,2026/02/09,1.0,1.0,0.016424554668821756,221241.7732425645,0.0
StableHGB,stable_hgb,2026/02/10,1.0,1.0,0.0017240488246386132,221623.20486168427,0.0
StableHGB,stable_hgb,2026/02/11,1.0,1.0,-0.001206476875859841,221355.82158986467,-0.001206476875859952
StableHGB,stable_hgb,2026/02/12,1.0,1.0,-0.011040942612528526,218911.84466674188,-0.012234098846438779
StableHGB,stable_hgb,2026/02/13,1.0,1.0,0.002126770523067645,219377.41992512945,-0.010133347444174046
StableHGB,stable_hgb,2026/02/24,1.0,1.0,0.023164408093443445,224459.16800676184,0.0
StableHGB,stable_hgb,2026/02/25,1.0,1.0,0.004323446008518861,225429.60510075613,0.0
StableHGB,stable_hgb,2026/02/26,1.0,1.0,-0.0030419961945784557,224743.84909989432,-0.0030419961945784557
StableHGB,stable_hgb,2026/02/27,1.0,1.0,0.007138347222149566,226348.14873081175,0.0
StableHGB,stable_hgb,2026/03/02,1.0,1.0,-0.03146485397054022,219226.13728449462,-0.03146485397054033
StableHGB,stable_hgb,2026/03/03,1.0,1.0,-0.02650773526768524,213414.94887360005,-0.05713852721893797
StableHGB,stable_hgb,2026/03/04,1.0,1.0,-0.006818028829972289,211959.87959943275,-0.06356698392302951
StableHGB,stable_hgb,2026/03/05,1.0,1.0,0.013076795396702368,214731.6355772642,-0.051321440969073984
StableHGB,stable_hgb,2026/03/06,1.0,1.0,0.03467710884827424,222177.90787734496,-0.018424011315534616
StableHGB,stable_hgb,2026/03/09,1.0,1.0,-0.008871593482288387,220206.83579791186,-0.02713215445911843
StableHGB,stable_hgb,2026/03/10,1.0,1.0,0.025251335061490687,225767.35239147555,-0.002565942520815212
StableHGB,stable_hgb,2026/03/11,1.0,1.0,-0.007957873138931593,223970.72444223173,-0.010503396214684324
StableHGB,stable_hgb,2026/03/12,1.0,1.0,-0.013342897947055232,220982.305922871,-0.023706148417949602
StableHGB,stable_hgb,2026/03/13,1.0,1.0,0.0005771266786425144,221109.84070712703,-0.023142703190006886
StableHGB,stable_hgb,2026/03/16,1.0,1.0,0.002305849219472078,221619.68666073916,-0.020890217554621948
StableHGB,stable_hgb,2026/03/17,1.0,1.0,-0.02228181207236868,216681.59845102736,-0.04270655772528764
StableHGB,stable_hgb,2026/03/18,0.0,1.0,0.016829372247366692,220328.2137305141,-0.0265959100352835
StableHGB,stable_hgb,2026/03/19,0.0,0.0,-0.0,220328.2137305141,-0.0265959100352835
StableHGB,stable_hgb,2026/03/20,0.0,0.0,-0.0,220328.2137305141,-0.0265959100352835
StableHGB,stable_hgb,2026/03/23,1.0,0.0,-0.0,220328.2137305141,-0.0265959100352835
StableHGB,stable_hgb,2026/03/24,1.0,1.0,0.05613993995272892,232697.42641923722,0.0
StableHGB,stable_hgb,2026/03/25,1.0,1.0,0.024393967105083014,238373.83978474556,0.0
StableHGB,stable_hgb,2026/03/26,1.0,1.0,-0.015770413815208606,234614.58568861987,-0.015770413815208717
StableHGB,stable_hgb,2026/03/27,1.0,1.0,0.02053237044252798,239431.77927319886,0.0
StableHGB,stable_hgb,2026/03/30,1.0,1.0,0.01205336961100878,242317.7390054002,0.0
StableHGB,stable_hgb,2026/03/31,1.0,1.0,-0.014497283228760538,238804.79011168604,-0.014497283228760427
StableHGB,stable_hgb,2026/04/01,1.0,1.0,0.01089644101047127,241406.912420156,-0.0037588110098034644
StableHGB,stable_hgb,2026/04/02,1.0,1.0,-0.020915263130862338,236357.8233252794,-0.02459545761933657
StableHGB,stable_hgb,2026/04/03,1.0,1.0,-0.03681328652688998,227656.71505233384,-0.06050330451762598
StableHGB,stable_hgb,2026/04/07,1.0,1.0,0.033180196982119714,235210.40970207253,-0.02933061909747048
StableHGB,stable_hgb,2026/04/08,1.0,1.0,0.03641728357069174,243776.1338909715,0.0
StableHGB,stable_hgb,2026/04/09,1.0,1.0,-0.02095118172582966,238668.73580940155,-0.02095118172582977
StableHGB,stable_hgb,2026/04/10,1.0,1.0,0.009914182855666587,241034.94129814673,-0.01124471271683547
StableHGB,stable_hgb,2026/04/13,1.0,1.0,-0.0015946657249750196,240650.57113873723,-0.012821446883853671
StableHGB,stable_hgb,2026/04/14,0.0,1.0,-0.00030078287097246026,240578.18756904895,-0.013118373283222406
StableHGB,stable_hgb,2026/04/15,0.0,0.0,-0.0,240578.18756904895,-0.013118373283222406
StableHGB,stable_hgb,2026/04/16,0.0,0.0,0.0,240578.18756904895,-0.013118373283222406
StableHGB,stable_hgb,2026/04/17,0.0,0.0,-0.0,240578.18756904895,-0.013118373283222406
StableHGB,stable_hgb,2026/04/20,0.0,0.0,0.0,240578.18756904895,-0.013118373283222406
StableHGB,stable_hgb,2026/04/21,1.0,0.0,-0.0,240578.18756904895,-0.013118373283222406
StableHGB,stable_hgb,2026/04/22,1.0,1.0,-0.002826155055204116,239898.27630807884,-0.015907453781456082
StableHGB,stable_hgb,2026/04/23,1.0,1.0,-0.010188939730251367,237453.96722938464,-0.02593431342386643
StableHGB,stable_hgb,2026/04/24,1.0,1.0,0.010978685731466875,240060.89971128607,-0.015240352369141563
StableHGB,stable_hgb,2026/04/27,1.0,1.0,0.02004326161158443,244872.5031269117,0.0
StableHGB,stable_hgb,2026/04/28,1.0,1.0,-0.0008787369944224244,244657.32459949728,-0.0008787369944223133
StableHGB,stable_hgb,2026/04/29,1.0,1.0,0.016429676364692503,248676.9652629185,0.0
StableHGB,stable_hgb,2026/04/30,1.0,1.0,0.011550536588218696,251549.31764883504,0.0
StableHGB,stable_hgb,2026/05/06,1.0,1.0,0.0019092395103517124,252029.58554489218,0.0
